,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
154,Aaron Hernandez\HernAa00,NWE,TE,23,10,10,0,0,0,0,0,1,5,5.00,0,83,51,483,9.47,5,0,0,5,,,79,129.8,132.8,104.3,,16,
155,Matt Cassel\CassMa00,KAN,QB,30,9,8,161,277,1796,6,12,27,145,5.37,1,0,0,0,,0,8,7,1,,,78,78.3,103.3,90.3,,35,
156,Lance Kendricks\KendLa00,STL,TE,24,16,14,0,0,0,0,0,0,0,,0,64,42,519,12.36,4,1,0,4,1,,78,119.9,122.9,98.9,,18,
157,Marcedes Lewis\LewiMa00,JAX,TE,28,16,15,0,0,0,0,0,0,0,,0,77,52,540,10.38,4,0,0,4,,,78,130.0,133.0,104.0,,17,
158,Michael Bush\BushMi00,CHI,RB,28,13,1,0,0,0,0,0,114,411,3.61,5,11,9,83,9.22,0,1,1,5,,,77,86.4,90.4,81.9,,43,
159,Jermichael Finley\FinlJe00,GNB,TE,25,16,14,0,0,0,0,0,0,0,,0,87,61,667,10.93,2,1,1,2,,,77,137.7,141.7,107.2,,19,
160,Matt Hasselbeck\HassMa00,TEN,QB,37,8,5,138,221,1367,7,5,13,38,2.92,0,0,0,0,,0,3,1,0,,1,76,76.5,85.5,81.5,,36,
161,Rod Streater\StreRo00,OAK,WR,24,16,2,0,0,0,0,0,0,0,,0,74,39,584,14.97,3,1,1,3,1,,76,115.4,119.4,95.9,,62,
162,Jared Cook\CookJa02,TEN,TE,25,13,5,0,0,0,0,0,0,0,,0,73,44,523,11.89,4,1,1,4,,,74,118.3,122.3,96.3,,20,
163,Leonard Hankerson\HankLe00,WAS,WR,24,16,5,0,0,0,0,0,2,5,2.50,0,57,38,543,14.29,3,0,0,3,,,73,110.8,113.8,91.8,,63,
164,David Wilson\WilsDa01,NYG,RB,21,16,2,0,0,0,0,0,71,358,5.04,4,9,4,34,8.50,1,1,1,6,,,73,77.2,81.2,75.2,,44,
165,Brent Celek\CeleBr00,PHI,TE,27,15,14,0,0,0,0,0,0,0,,0,88,57,684,12.00,1,1,1,1,,,72,129.4,133.4,100.9,,21,
166,Josh Morgan\MorgJo00,WAS,WR,27,16,15,0,1,0,0,0,3,25,8.33,0,73,48,510,10.63,2,1,0,3,,,72,119.5,122.5,95.5,,64,
167,Dwayne Allen\AlleDw00,IND,TE,22,16,16,0,0,0,0,0,3,5,1.67,0,66,45,521,11.58,3,1,0,3,,,71,115.6,118.6,93.1,,23,
168,Brandon Pettigrew\PettBr00,DET,TE,27,14,11,0,0,0,0,0,0,0,,0,102,59,567,9.61,3,4,2,3,,,71,129.7,134.7,100.2,,22,
169,Isaac Redman\RedmIs20,PIT,RB,28,14,5,0,0,0,0,0,110,410,3.73,2,23,19,244,12.84,0,3,3,2,,,71,90.4,99.4,80.9,,45,
170,LaRod Stephens-Howling\StepLa00,ARI,RB,25,14,5,0,0,0,0,0,110,356,3.24,4,30,17,106,6.24,0,0,0,4,,,70,87.2,93.2,78.7,,46,
171,Domenik Hixon\HixoDo00,NYG,WR,28,13,3,0,0,0,0,0,0,0,,0,59,39,567,14.54,2,0,0,2,,,69,107.7,110.7,88.2,,65,
172,Kevin Ogletree\OgleKe00,DAL,WR,25,15,1,0,0,0,0,0,2,9,4.50,0,55,32,436,13.63,4,0,0,4,,,69,100.5,103.5,84.5,,66,
173,Dallas Clark\ClarDa00,TAM,TE,33,16,7,0,0,0,0,0,0,0,,0,75,47,435,9.26,4,0,0,4,,,68,114.5,117.5,91.0,,25,
174,Donald Jones\JoneDo00,BUF,WR,25,12,10,0,0,0,0,0,0,0,,0,67,41,443,10.80,4,1,0,4,,,68,109.3,112.3,88.8,,67,
175,Jacob Tamme\TammJa00,DEN,TE,27,16,8,0,0,0,0,0,0,0,,0,85,52,555,10.67,2,0,0,2,,,68,119.5,122.5,93.5,,26,
176,Daniel Thomas\ThomDa03,MIA,RB,25,12,0,0,0,0,0,0,91,325,3.57,4,22,15,156,10.40,0,3,2,4,,,68,83.1,91.1,75.6,,47,
177,Ben Watson\WatsBe00,CLE,TE,32,16,14,0,0,0,0,0,0,0,,0,82,49,501,10.22,3,1,0,3,,,68,117.1,120.1,92.6,,24,
178,Jackie Battle\BattJa00,SDG,RB,29,16,5,0,0,0,0,0,95,311,3.27,3,15,15,108,7.20,1,0,0,4,,,66,80.9,86.9,73.4,,48,
179,Joel Dreessen\DreeJo00,DEN,TE,30,16,15,0,0,0,0,0,0,0,,0,58,41,356,8.68,5,0,0,5,,,66,106.6,109.6,86.1,,27,
180,Michael Floyd\FloyMi00,ARI,WR,23,16,3,0,0,0,0,0,0,0,,0,86,45,562,12.49,2,1,1,2,,,66,111.2,115.2,88.7,,68,
181,Jason Avant\AvanJa00,PHI,WR,29,14,6,0,0,0,0,0,0,0,,0,76,53,648,12.23,0,1,0,0,,,65,117.8,120.8,91.3,,71,
182,Anthony Fasano\FasaAn00,MIA,TE,28,16,16,0,0,0,0,0,0,0,,0,69,41,332,8.10,5,0,0,5,1,,65,106.2,109.2,85.7,,28,
183,Jacoby Jones*+\JoneJa03,BAL,WR,28,16,3,0,0,0,0,0,1,6,6.00,0,55,30,406,13.53,1,2,0,4,,,65,95.2,98.2,80.2,,69,
184,Emmanuel Sanders\SandEm00,PIT,WR,25,16,7,0,0,0,0,0,1,4,4.00,0,75,44,626,14.23,1,3,2,1,,,65,109.0,114.0,87.0,,70,
185,Bernard Pierce\PierBe00,BAL,RB,21,16,0,0,0,0,0,0,108,532,4.93,1,11,7,47,6.71,0,0,0,1,,,64,70.9,73.9,67.4,,49,
186,Kevin Walter\WaltKe00,HOU,WR,31,16,14,0,0,0,0,0,0,0,,0,68,41,518,12.63,2,0,0,2,,,64,104.8,107.8,84.3,,73,
187,Titus Young\YounTi00,DET,WR,23,10,8,0,0,0,0,0,2,16,8.00,0,56,33,383,11.61,4,0,0,4,,,64,96.9,99.9,80.4,,72,
188,Maurice Jones-Drew\DrewMa00,JAX,RB,27,6,5,0,0,0,0,0,86,414,4.81,1,18,14,86,6.14,1,2,0,2,,,62,76.0,79.0,69.0,,50,
189,Daryl Richardson\RichDa00,STL,RB,22,16,0,0,0,0,0,0,98,475,4.85,0,36,24,163,6.79,0,3,2,0,1,,62,85.8,93.8,73.8,,52,
190,Shane Vereen\VereSh00,NWE,RB,23,13,1,0,0,0,0,0,62,251,4.05,3,13,8,149,18.63,1,1,1,4,,,62,70.0,77.0,66.0,,51,
191,Greg Jennings\JennGr00,GNB,WR,29,8,5,0,0,0,0,0,0,0,,0,62,36,366,10.17,4,0,0,4,,,61,96.6,99.6,78.6,,75,
192,Randy Moss\MossRa00,SFO,WR,35,16,2,0,0,0,0,0,0,0,,0,50,28,434,15.50,3,1,0,3,,,61,89.4,92.4,75.4,,74,
193,Jonathan Stewart\StewJo00,CAR,RB,25,9,6,0,0,0,0,0,93,336,3.61,1,23,17,157,9.24,1,2,0,2,,,61,78.3,84.3,69.8,,53,
194,Donald Brown\BrowDo00,IND,RB,25,10,4,0,0,0,0,0,108,417,3.86,1,13,9,93,10.33,0,0,0,1,1,,59,68.0,71.0,63.5,,55,
195,Ronnie Brown\BrowRo05,SDG,RB,31,14,1,0,0,0,0,0,46,220,4.78,0,59,49,371,7.57,0,0,0,0,,,59,108.1,114.1,83.6,,54,
196,Alex Green\GreeAl00,GNB,RB,24,12,4,0,0,0,0,0,135,464,3.44,0,30,18,125,6.94,0,1,0,0,,,59,76.9,82.9,67.9,,56,
197,Michael Jenkins\JenkMi00,MIN,WR,30,16,8,0,0,0,0,0,0,0,,0,72,40,449,11.23,2,0,0,2,,,57,96.9,99.9,76.9,,76,
198,Julian Edelman\EdelJu00,NWE,WR,26,9,3,0,0,0,0,0,4,45,11.25,0,32,21,235,11.19,3,1,1,5,,,56,77.0,81.0,66.5,,78,
199,Zach Miller\MillZa01,SEA,TE,27,16,15,0,0,0,0,0,0,0,,0,53,38,396,10.42,3,1,1,3,,,56,93.6,97.6,74.6,,30,
200,Joe Morgan\MorgJo01,NOR,WR,24,14,5,0,0,0,0,0,1,1,1.00,0,21,10,379,37.90,3,0,0,3,,,56,66.0,69.0,61.0,,77,
201,Tony Scheffler\ScheTo00,DET,TE,29,15,4,0,0,0,0,0,0,0,,0,85,42,504,12.00,1,0,0,1,,,56,98.4,101.4,77.4,,29,
202,Doug Baldwin\BaldDo00,SEA,WR,24,14,4,0,0,0,0,0,0,0,,0,50,29,366,12.62,3,0,0,3,,,55,83.6,86.6,69.1,,82,
203,Alshon Jeffery\JeffAl00,CHI,WR,22,10,6,0,0,0,0,0,0,0,,0,48,24,367,15.29,3,0,0,3,,,55,78.7,81.7,66.7,,80,
204,Mario Manningham\MannMa01,SFO,WR,26,12,10,0,0,0,0,0,3,64,21.33,0,57,42,449,10.69,1,2,1,1,,,55,97.3,101.3,76.3,,79,
205,Tiquan Underwood\UndeTi00,TAM,WR,25,14,3,0,0,0,0,0,1,1,1.00,0,55,28,425,15.18,2,0,0,2,,,55,82.6,85.6,68.6,,81,
206,Jeff Cumberland\CumbJe00,NYJ,TE,25,15,12,0,0,0,0,0,0,0,,0,53,29,359,12.38,3,0,0,3,,,54,82.9,85.9,68.4,,31,
207,Dexter McCluster\McClDe00,KAN,RB,23,16,6,0,0,0,0,0,12,70,5.83,0,77,52,452,8.69,1,2,2,1,,,54,106.2,111.2,80.2,,57,
208,Robert Turbin\TurbRo00,SEA,RB,23,16,0,0,0,0,0,0,80,354,4.43,0,23,19,181,9.53,0,0,0,0,,,54,72.5,78.5,63.0,,59,
209,Beanie Wells\WellCh00,ARI,RB,24,8,7,0,0,0,0,0,88,234,2.66,5,1,1,24,24.00,0,1,1,5,,,54,54.8,58.8,54.3,,58,
210,Kendall Hunter\HuntKe00,SFO,RB,24,11,0,0,0,0,0,0,72,371,5.15,2,12,9,60,6.67,0,1,1,2,,,53,62.1,66.1,57.6,,61,
211,Rashad Jennings\JennRa00,JAX,RB,27,10,6,0,0,0,0,0,101,283,2.80,2,26,19,130,6.84,0,3,1,2,1,,53,72.3,79.3,62.8,,60,
212,Travis Benjamin\BenjTr00,CLE,WR,23,14,3,0,0,0,0,0,6,66,11.00,0,37,18,298,16.56,2,1,1,3,,,52,70.4,74.4,61.4,,83,
213,James Casey\CaseJa00,HOU,RB,28,16,9,0,0,0,0,0,1,6,6.00,0,45,34,330,9.71,3,0,0,3,,,52,85.6,88.6,68.6,,62,
214,Tony Moeaki\MoeaTo00,KAN,TE,25,15,14,0,0,0,0,0,0,0,,0,56,33,453,13.73,1,0,0,1,,,51,84.3,87.3,67.8,,32,
215,Earl Bennett\BennEa00,CHI,WR,25,12,4,0,0,0,0,0,0,0,,0,49,29,375,12.93,2,0,0,2,,,50,78.5,81.5,64.0,,85,
216,Austin Pettis\PettAu00,STL,WR,24,14,2,0,0,0,0,0,0,0,,0,48,30,261,8.70,4,0,0,4,,,50,80.1,83.1,65.1,,84,
217,Delanie Walker\WalkHu00,SFO,TE,28,16,4,0,0,0,0,0,0,0,,0,39,21,344,16.38,3,1,1,3,,,50,71.4,75.4,60.9,,33,
218,Shaun Draughn\DrauSh00,KAN,RB,25,16,0,0,0,0,0,0,59,233,3.95,2,30,24,158,6.58,0,2,1,2,,,49,73.1,80.1,61.1,,63,
219,Brad Smith\SmitBr01,BUF,WR,29,15,2,0,1,0,0,1,14,116,8.29,1,22,14,152,10.86,2,1,0,4,,,49,62.8,69.8,56.8,,86,
220,Mike Goodson\GoodMi00,OAK,RB,25,12,0,0,0,0,0,0,35,221,6.31,0,16,16,195,12.19,1,0,0,1,,,48,63.6,69.6,55.6,,64,
221,Rueben Randle\RandRu00,NYG,WR,21,16,1,0,0,0,0,0,0,0,,0,32,19,298,15.68,3,1,0,3,,,48,66.8,69.8,57.3,,87,
222,Mohamed Sanu\SanuMo00,CIN,QB,23,9,3,1,1,73,1,0,5,15,3.00,0,25,16,154,9.63,4,0,0,4,,,48,63.8,66.8,55.8,,37,
223,Justin Forsett\ForsJu00,HOU,RB,27,16,0,0,0,0,0,0,63,374,5.94,1,5,3,38,12.67,0,0,0,1,,,47,50.2,53.2,48.7,,65,
224,Anthony McCoy\McCoAn00,SEA,TE,25,16,5,0,0,0,0,0,0,0,,0,28,18,291,16.17,3,0,0,3,,,47,65.1,68.1,56.1,,34,
225,Harry Douglas\DougHa00,ATL,WR,28,15,1,0,0,0,0,0,2,4,2.00,0,59,38,395,10.39,1,1,0,1,,,46,83.9,86.9,64.9,,89,
226,Louis Murphy\MurpLo00,CAR,WR,25,16,5,0,0,0,0,0,1,3,3.00,0,61,25,336,13.44,1,1,0,2,,,46,70.9,73.9,58.4,,88,
227,Garrett Graham\GrahGa00,HOU,RB,26,15,9,0,0,0,0,0,0,0,,0,39,28,263,9.39,3,0,0,3,,,44,72.3,75.3,58.3,,66,
228,Dustin Keller\KellDu00,NYJ,TE,28,8,5,0,0,0,0,0,0,0,,0,36,28,317,11.32,2,0,0,2,,,44,71.7,74.7,57.7,,35,
229,Brady Quinn\QuinBr00,KAN,QB,28,10,8,112,197,1141,2,8,19,66,3.47,0,1,0,0,,0,1,0,0,,,44,44.2,55.2,52.2,,38,
230,Jarius Wright\WrigJa02,MIN,WR,23,7,1,0,0,0,0,0,2,11,5.50,0,36,22,310,14.09,2,0,0,2,,,44,66.1,69.1,55.1,,90,
231,Ryan Broyles\BroyRy00,DET,WR,24,10,3,0,0,0,0,0,0,0,,0,32,22,310,14.09,2,0,0,2,,,43,65.0,68.0,54.0,,93,
232,Nate Burleson\BurlNa00,DET,WR,31,6,5,0,0,0,0,0,8,48,6.00,0,43,27,240,8.89,2,0,0,2,1,,43,69.8,72.8,56.3,,95,
233,Riley Cooper\CoopRi00,PHI,WR,25,11,5,0,0,0,0,0,0,0,,0,47,23,248,10.78,3,0,0,3,,,43,65.8,68.8,54.3,,94,
234,Ronnie Hillman\HillRo00,DEN,RB,21,14,0,0,0,0,0,0,85,330,3.88,1,12,10,62,6.20,0,2,1,1,,,43,53.2,57.2,48.2,,67,
235,Stephen Hill\HillSt00,NYJ,WR,21,11,8,0,0,0,0,0,0,0,,0,47,21,252,12.00,3,0,0,3,,,43,64.2,67.2,53.7,,91,
236,Aldrick Robinson\RobiAl00,WAS,WR,24,15,2,0,0,0,0,0,1,14,14.00,0,19,11,237,21.55,3,0,0,3,,,43,54.1,57.1,48.6,,92,
237,Ben Tate\TateBe00,HOU,RB,24,11,0,0,0,0,0,0,65,279,4.29,2,11,11,49,4.45,0,1,1,2,,,43,53.8,57.8,48.3,,68,
238,Rob Housler\HousRo01,ARI,TE,24,15,9,0,0,0,0,0,0,0,,0,68,45,417,9.27,0,0,0,0,,,42,86.7,89.7,64.2,,36,
239,Cedric Benson\BensCe00,GNB,RB,30,5,5,0,0,0,0,0,71,248,3.49,1,15,14,97,6.93,0,1,0,1,,,41,54.5,57.5,47.5,,69,
240,Brandon Bolden\BoldBr00,NWE,RB,22,10,0,0,0,0,0,0,56,274,4.89,2,2,2,11,5.50,0,0,0,2,,,41,42.5,45.5,41.5,,70,
241,Coby Fleener\FleeCo00,IND,TE,24,12,10,0,0,0,0,0,0,0,,0,48,26,281,10.81,2,0,0,2,,,40,66.1,69.1,53.1,,37,
242,Montell Owens\OwenMo01,JAX,RB,28,13,4,0,0,0,0,0,42,209,4.98,1,10,8,113,14.13,0,0,0,1,1,,40,48.2,54.2,44.2,,72,
243,Cedric Peerman\PeerCe00,CIN,RB,26,14,1,0,0,0,0,0,36,258,7.17,1,9,9,85,9.44,0,0,0,1,,,40,49.3,52.3,44.8,,71,
244,Jonathan Baldwin\BaldJo00,KAN,WR,23,15,7,0,0,0,0,0,0,0,,0,47,20,325,16.25,1,0,0,1,,,39,58.5,61.5,48.5,,99,
245,T.J. Graham\GrahT.00,BUF,WR,23,15,11,0,0,0,0,0,1,5,5.00,0,58,31,322,10.39,1,0,0,1,,,39,69.7,72.7,54.2,,98,
246,Devery Henderson\HendDe00,NOR,WR,30,15,9,0,0,0,0,0,1,13,13.00,0,47,22,316,14.36,1,1,0,1,,,39,60.9,63.9,49.9,,97,
247,Peyton Hillis\HillPe00,KAN,RB,26,13,2,0,1,0,0,0,85,309,3.64,1,14,10,62,6.20,0,2,2,1,,,39,49.1,54.1,44.1,,73,
248,Chaz Schilens\SchiCh00,NYJ,WR,27,15,6,0,0,0,0,0,0,0,,0,41,28,289,10.32,2,1,1,2,,,39,66.9,70.9,52.9,,96,
249,Tom Crabtree\CrabTo00,GNB,TE,27,14,6,0,0,0,0,0,0,0,,0,12,8,203,25.38,3,0,0,3,,,38,46.3,49.3,42.3,,38,
250,Micheal Spurlock\SpurMi00,2TM,WR,29,14,1,0,0,0,0,0,0,0,,0,29,23,200,8.70,1,1,0,3,,,38,61.0,64.0,49.5,,100,
251,Logan Paulsen\PaulLo00,WAS,TE,25,16,10,0,0,0,0,0,0,0,,0,38,25,308,12.32,1,0,0,1,,,37,61.8,64.8,49.3,,39,
252,Dwayne Harris\HarrDw00,DAL,WR,25,16,0,0,0,0,0,0,0,0,,0,31,17,222,13.06,1,1,0,2,1,,36,53.2,56.2,44.7,,101,
253,Lamar Miller\MillLa01,MIA,RB,21,13,1,0,0,0,0,0,51,250,4.90,1,8,6,45,7.50,0,0,0,1,,,36,41.5,44.5,38.5,,74,
254,Montario Hardesty\HardMo00,CLE,RB,25,13,1,0,0,0,0,0,65,271,4.17,1,5,2,16,8.00,0,2,0,1,,,35,36.7,39.7,35.7,,77,
255,Chris Ivory\IvorCh00,NOR,RB,24,6,2,0,0,0,0,0,40,217,5.43,2,3,2,15,7.50,0,0,0,2,,,35,37.2,40.2,36.2,,75,
256,William Powell\PoweWi00,ARI,RB,24,13,1,0,0,0,0,0,60,217,3.62,0,25,19,132,6.95,0,2,0,0,,,35,53.9,59.9,44.4,,76,
257,James Starks\StarJa00,GNB,RB,26,6,2,0,0,0,0,0,71,255,3.59,1,6,4,31,7.75,0,1,0,1,,,35,38.6,41.6,36.6,,78,
258,Toby Gerhart\GerhTo00,MIN,RB,25,16,0,0,0,0,0,0,50,169,3.38,1,27,20,155,7.75,0,2,2,1,,,34,54.4,62.4,44.4,,79,
259,Craig Stevens\StevCr00,TEN,TE,28,15,15,0,0,0,0,0,0,0,,0,33,23,275,11.96,1,2,0,1,,,34,56.5,59.5,45.0,,40,
260,Charles Clay\ClayCh00,MIA,TE,23,14,9,0,0,0,0,0,0,0,,0,33,18,212,11.78,2,0,0,2,,,33,51.2,54.2,42.2,,41,
261,Kirk Cousins\CousKi00,WAS,QB,24,3,1,33,48,466,4,3,3,22,7.33,0,0,0,0,,0,1,0,0,1,,33,32.8,38.8,35.8,,39,
262,Fred Davis\DaviFr01,WAS,TE,26,7,7,0,0,0,0,0,1,1,1.00,0,31,24,325,13.54,0,0,0,0,,,33,56.6,59.6,44.6,,43,
263,Kellen Davis\DaviKe01,CHI,TE,27,16,15,0,0,0,0,0,0,0,,0,44,19,229,12.05,2,1,1,2,,,33,51.9,55.9,42.4,,42,
264,Kevin Smith\SmitKe02,DET,RB,26,12,2,0,0,0,0,0,37,134,3.62,1,16,10,79,7.90,1,0,0,2,,,33,43.3,46.3,38.3,,80,
265,David Thomas\ThomDa02,NOR,TE,29,15,7,0,0,0,0,0,0,0,,0,17,11,86,7.82,4,0,0,4,,,33,43.6,43.6,38.1,,44,
266,Lance Ball\BallLa00,DEN,RB,27,15,0,0,0,0,0,0,42,158,3.76,1,12,7,61,8.71,1,1,1,2,,,32,38.9,42.9,35.4,,81,
267,Armon Binns\BinnAr00,2TM,WR,23,11,5,0,0,0,0,0,0,0,,0,40,24,277,11.54,1,1,1,1,,,32,55.7,59.7,43.7,,104,
268,Delone Carter\CartDe01,IND,RB,25,10,0,0,0,0,0,0,32,122,3.81,3,2,1,13,13.00,0,1,0,3,,,32,32.5,35.5,32.0,,83,
269,Robert Meachem\MeacRo00,SDG,WR,28,15,3,0,0,0,0,0,1,-6,-6.00,0,32,14,207,14.79,2,0,0,2,,,32,46.1,49.1,39.1,,103,
270,Eddie Royal\RoyaEd00,SDG,WR,26,10,2,0,0,0,0,0,3,22,7.33,0,44,23,234,10.17,1,1,0,1,,,32,54.6,57.6,43.1,,105,
271,Evan Royster\RoysEv00,WAS,RB,25,16,0,0,0,0,0,0,23,88,3.83,2,23,15,109,7.27,0,0,0,2,,,32,46.7,49.7,39.2,,82,
272,John Skelton\SkelJo00,ARI,QB,24,7,6,109,201,1132,2,9,4,5,1.25,0,0,0,0,,0,4,2,0,,,32,31.8,45.8,40.8,,40,
273,Damian Williams\WillDa04,TEN,WR,24,13,2,0,0,0,0,0,0,0,,0,45,30,324,10.80,0,0,0,0,,,32,62.4,65.4,47.4,,102,
274,Devin Hester\HestDe99,CHI,WR,30,15,5,0,0,0,0,0,3,6,2.00,0,40,23,242,10.52,1,1,0,1,,,31,53.8,56.8,42.3,,108,
275,Santonio Holmes\HolmSa00,NYJ,WR,28,4,4,0,0,0,0,0,0,0,,0,41,20,272,13.60,1,1,1,1,,,31,51.2,55.2,41.2,,106,
276,Marvin Jones\JoneMa02,CIN,WR,22,11,5,0,0,0,0,0,3,47,15.67,0,32,18,201,11.17,1,0,0,1,,,31,48.8,51.8,39.8,,107,
277,Jason Snelling\SnelJa00,ATL,RB,29,16,2,0,0,0,0,0,18,63,3.50,0,35,31,203,6.55,1,1,1,1,,,31,61.6,65.6,46.1,,84,
278,Michael Robinson\RobiMi00,SEA,RB,29,16,6,0,0,0,0,0,12,49,4.08,0,15,13,126,9.69,2,0,0,2,,,30,42.5,45.5,36.0,,85,
279,Jordan Cameron\CameJo00,CLE,TE,24,14,6,0,0,0,0,0,0,0,,0,40,20,226,11.30,1,0,0,1,,,29,48.6,51.6,38.6,,45,
280,Clay Harbor\HarbCl00,PHI,TE,25,14,9,0,0,0,0,0,0,0,,0,39,25,186,7.44,2,1,1,2,,,29,53.6,57.6,41.1,,46,
281,DuJuan Harris\HarrDu01,GNB,RB,24,4,2,0,0,0,0,0,34,157,4.62,2,2,2,17,8.50,0,0,0,2,,,29,31.4,34.4,30.4,,86,
282,Damaris Johnson\JohnDa04,PHI,WR,23,14,1,0,0,0,0,0,3,12,4.00,0,31,19,256,13.47,0,2,2,1,,,29,47.8,52.8,38.3,,110,
283,Kyle Williams\WillKy01,SFO,WR,24,11,3,0,0,0,0,0,4,21,5.25,0,22,14,212,15.14,1,1,0,1,,,29,43.3,46.3,36.3,,109,
284,Darrel Young\YounDa01,WAS,RB,25,16,8,0,0,0,0,0,14,60,4.29,0,9,8,109,13.63,2,0,0,2,,,29,36.9,39.9,32.9,,87,
285,Rashard Mendenhall\MendRa00,PIT,RB,25,6,4,0,0,0,0,0,51,182,3.57,0,10,9,62,6.89,1,3,1,1,,,28,37.4,41.4,32.9,,88,
286,Brian Quick\QuicBr00,STL,WR,23,15,1,0,0,0,0,0,0,0,,0,27,11,156,14.18,2,0,0,2,,,28,38.6,41.6,33.1,,112,
287,Jordan Shipley\ShipJo00,2TM,WR,27,7,2,0,0,0,0,0,0,0,,0,39,23,244,10.61,1,1,1,1,,,28,51.4,55.4,39.9,,111,
288,LeGarrette Blount\BlouLe00,TAM,RB,26,13,0,0,0,0,0,0,41,151,3.68,2,2,1,2,2.00,0,0,0,2,,,27,28.3,31.3,27.8,,89,
289,Ryan Grant\GranRy00,2TM,RB,30,5,1,0,0,0,0,0,32,132,4.13,2,2,1,34,34.00,0,1,1,2,,,27,27.6,31.6,27.1,,92,
290,John Kuhn\KuhnJo00,GNB,RB,30,14,3,0,0,0,0,0,23,63,2.74,1,18,15,148,9.87,0,0,0,1,,,27,42.1,45.1,34.6,,91,
291,Jorvorskie Lane\LaneJo00,MIA,RB,25,16,5,0,0,0,0,0,13,13,1.00,2,12,11,79,7.18,1,3,1,3,1,,27,38.2,39.2,32.7,,90,
292,Tashard Choice\ChoiTa00,BUF,RB,28,12,0,0,0,0,0,0,47,193,4.11,1,9,4,9,2.25,0,0,0,1,,,26,30.2,33.2,28.2,,94,
293,Braylon Edwards\EdwaBr00,2TM,WR,29,13,4,0,0,0,0,0,0,0,,0,35,18,199,11.06,1,0,0,1,,,26,43.9,46.9,34.9,,114,
294,Derek Hagan\HagaDe00,OAK,WR,28,14,2,0,0,0,0,0,0,0,,0,36,20,259,12.95,0,0,0,0,,,26,45.9,48.9,35.9,,113,
295,Terrelle Pryor\PryoTe00,OAK,QB,23,3,1,14,30,155,2,1,10,51,5.10,1,1,1,22,22.00,0,0,0,1,,,26,26.5,27.5,27.0,,41,
296,Chris Rainey\RainCh00,PIT,RB,24,16,0,0,0,0,0,0,26,102,3.92,2,22,14,60,4.29,0,4,1,2,,,26,40.2,44.2,33.2,,93,
297,Dante Rosario\RosaDa00,SDG,TE,28,13,2,0,0,0,0,0,0,0,,0,18,10,95,9.50,3,1,1,3,,,26,35.5,36.5,30.5,,47,
298,Mohamed Massaquoi\MassMo00,CLE,WR,26,9,5,0,0,0,0,0,0,0,,0,33,17,254,14.94,0,0,0,0,,,25,42.4,45.4,33.9,,115,
299,Darius Reynaud\ReynDa00,TEN,RB,28,16,0,0,0,0,0,0,16,33,2.06,0,10,5,35,7.00,0,1,0,3,,,25,29.8,29.8,27.3,,95,
300,Jerome Simpson\SimpJe00,MIN,WR,26,12,10,0,0,0,0,0,0,0,,0,52,26,274,10.54,0,2,1,0,,,25,51.4,55.4,38.4,,116,
301,Brandon Tate\TateBr00,CIN,WR,25,16,3,0,0,0,0,0,1,0,0.00,0,25,13,211,16.23,1,4,1,1,,,25,38.1,42.1,31.6,,117,
302,Clyde Gates\GateCl00,NYJ,WR,26,11,2,0,0,0,0,0,1,12,12.00,0,33,16,224,14.00,0,0,0,0,,,24,39.6,42.6,31.6,,118,
303,Vonta Leach*+\LeacVo00,BAL,RB,31,16,13,0,0,0,0,0,9,32,3.56,1,24,21,143,6.81,0,0,0,1,,,24,44.5,47.5,34.0,,97,
304,Joe McKnight\McKnJo00,NYJ,RB,24,15,0,0,0,0,0,0,30,179,5.97,0,2,1,18,18.00,0,3,1,1,,,24,24.7,28.7,24.2,,96,
305,LaVon Brazill\BrazLa00,IND,WR,23,15,0,0,0,0,0,0,0,0,,0,24,11,186,16.91,1,1,1,1,,,23,33.6,37.6,28.1,,121,
306,Juron Criner\CrinJu00,OAK,WR,23,12,0,0,0,0,0,0,0,0,,0,33,16,151,9.44,1,1,0,1,1,,23,39.1,42.1,31.1,,120,
307,Ed Dickson\DickEd00,BAL,TE,25,13,11,0,0,0,0,0,0,0,,0,33,21,225,10.71,0,0,0,0,,,23,43.5,46.5,33.0,,48,
308,Laurent Robinson\RobiLa01,JAX,WR,27,7,4,0,0,0,0,0,0,0,,0,43,24,252,10.50,0,1,1,0,,,23,47.2,51.2,35.2,,119,
309,Luke Stocker\StocLu00,TAM,TE,24,16,11,0,0,0,0,0,0,0,,0,27,16,165,10.31,1,0,0,1,,,23,38.5,41.5,30.5,,49,
310,Mike Thomas\ThomMi01,2TM,WR,25,16,4,0,0,0,0,0,7,57,8.14,0,40,18,108,6.00,1,1,0,1,,,23,40.5,43.5,31.5,,122,
311,Ramses Barden\BardRa00,NYG,WR,26,12,1,0,0,0,0,0,0,0,,0,21,14,220,15.71,0,0,0,0,,,22,36.0,39.0,29.0,,123,
312,Early Doucet\DoucEa00,ARI,WR,27,12,3,0,0,0,0,0,2,9,4.50,0,53,28,207,7.39,0,0,0,0,,,22,49.6,52.6,35.6,,124,
